file,site,day.train.set,detection,detection.int
audiomoth1_20211218_153300.WAV,Malazamasina,2,n,0
audiomoth1_20211218_153400.WAV,Malazamasina,2,n,0
audiomoth1_20211218_153500.WAV,Malazamasina,2,n,0
audiomoth1_20211218_153600.WAV,Malazamasina,2,n,0
audiomoth1_20211218_153700.WAV,Malazamasina,2,n,0
audiomoth1_20211218_153800.WAV,Malazamasina,2,n,0
audiomoth1_20211218_153900.WAV,Malazamasina,2,n,0
audiomoth1_20211218_154000.WAV,Malazamasina,2,n,0
audiomoth1_20211218_154100.WAV,Malazamasina,2,n,0
audiomoth1_20211218_154200.WAV,Malazamasina,2,n,0
audiomoth1_20211218_154300.WAV,Malazamasina,2,n,0
audiomoth1_20211218_154400.WAV,Malazamasina,2,n,0
audiomoth1_20211218_154500.WAV,Malazamasina,2,n,0
audiomoth1_20211218_154600.WAV,Malazamasina,2,n,0
audiomoth1_20211218_154700.WAV,Malazamasina,2,n,0
audiomoth1_20211218_154800.WAV,Malazamasina,2,n,0
audiomoth1_20211218_154900.WAV,Malazamasina,2,n,0
audiomoth1_20211218_155000.WAV,Malazamasina,2,n,0
audiomoth1_20211218_155100.WAV,Malazamasina,2,n,0
audiomoth1_20211218_155200.WAV,Malazamasina,2,n,0
audiomoth1_20211218_155300.WAV,Malazamasina,2,n,0
audiomoth1_20211218_155400.WAV,Malazamasina,2,n,0
audiomoth1_20211218_155500.WAV,Malazamasina,2,n,0
audiomoth1_20211218_155600.WAV,Malazamasina,2,n,0
audiomoth1_20211218_155700.WAV,Malazamasina,2,n,0
audiomoth1_20211218_155800.WAV,Malazamasina,2,y,1
audiomoth1_20211218_155900.WAV,Malazamasina,2,y,1
audiomoth1_20211218_160000.WAV,Malazamasina,2,n,0
audiomoth1_20211218_160100.WAV,Malazamasina,2,n,0
audiomoth1_20211218_160200.WAV,Malazamasina,2,n,0
audiomoth1_20211218_160300.WAV,Malazamasina,2,n,0
audiomoth1_20211218_160400.WAV,Malazamasina,2,n,0
audiomoth1_20211218_160500.WAV,Malazamasina,2,n,0
audiomoth1_20211218_160600.WAV,Malazamasina,2,n,0
audiomoth1_20211218_160700.WAV,Malazamasina,2,n,0
audiomoth1_20211218_160800.WAV,Malazamasina,2,n,0
audiomoth1_20211218_160900.WAV,Malazamasina,2,n,0
audiomoth1_20211218_161000.WAV,Malazamasina,2,n,0
audiomoth1_20211218_161100.WAV,Malazamasina,2,n,0
audiomoth1_20211218_161200.WAV,Malazamasina,2,n,0
audiomoth1_20211218_161300.WAV,Malazamasina,2,n,0
audiomoth1_20211218_161400.WAV,Malazamasina,2,n,0
audiomoth1_20211218_161500.WAV,Malazamasina,2,n,0
audiomoth1_20211218_161600.WAV,Malazamasina,2,n,0
audiomoth1_20211218_161700.WAV,Malazamasina,2,n,0
audiomoth1_20211218_161800.WAV,Malazamasina,2,n,0
audiomoth1_20211218_161900.WAV,Malazamasina,2,n,0
audiomoth1_20211218_162000.WAV,Malazamasina,2,n,0
audiomoth1_20211218_162100.WAV,Malazamasina,2,n,0
audiomoth1_20211218_162200.WAV,Malazamasina,2,n,0
audiomoth1_20211218_162300.WAV,Malazamasina,2,n,0
audiomoth1_20211218_162400.WAV,Malazamasina,2,n,0
audiomoth1_20211218_162500.WAV,Malazamasina,2,n,0
audiomoth1_20211218_162600.WAV,Malazamasina,2,n,0
audiomoth1_20211218_162700.WAV,Malazamasina,2,n,0
audiomoth1_20211218_162800.WAV,Malazamasina,2,n,0
audiomoth1_20211218_162900.WAV,Malazamasina,2,y,1
audiomoth1_20211218_163000.WAV,Malazamasina,2,y,1
audiomoth1_20211218_163100.WAV,Malazamasina,2,n,0
audiomoth1_20211218_163200.WAV,Malazamasina,2,n,0
audiomoth1_20211218_163300.WAV,Malazamasina,2,n,0
audiomoth1_20211218_163400.WAV,Malazamasina,2,n,0
audiomoth1_20211218_163500.WAV,Malazamasina,2,n,0
audiomoth1_20211218_163600.WAV,Malazamasina,2,n,0
audiomoth1_20211218_163700.WAV,Malazamasina,2,n,0
audiomoth1_20211218_163800.WAV,Malazamasina,2,n,0
audiomoth1_20211218_163900.WAV,Malazamasina,2,n,0
audiomoth1_20211218_164000.WAV,Malazamasina,2,n,0
audiomoth1_20211218_164100.WAV,Malazamasina,2,n,0
audiomoth1_20211218_164200.WAV,Malazamasina,2,n,0
audiomoth1_20211218_164300.WAV,Malazamasina,2,n,0
audiomoth1_20211218_164400.WAV,Malazamasina,2,n,0
audiomoth1_20211218_164500.WAV,Malazamasina,2,n,0
audiomoth1_20211218_164600.WAV,Malazamasina,2,n,0
audiomoth1_20211218_164700.WAV,Malazamasina,2,n,0
audiomoth1_20211218_164800.WAV,Malazamasina,2,n,0
audiomoth1_20211218_164900.WAV,Malazamasina,2,n,0
audiomoth1_20211218_165000.WAV,Malazamasina,2,n,0
audiomoth1_20211218_165100.WAV,Malazamasina,2,n,0
audiomoth1_20211218_165200.WAV,Malazamasina,2,n,0
audiomoth1_20211218_165300.WAV,Malazamasina,2,n,0
audiomoth1_20211218_165400.WAV,Malazamasina,2,n,0
audiomoth1_20211218_165500.WAV,Malazamasina,2,n,0
audiomoth1_20211218_165600.WAV,Malazamasina,2,n,0
audiomoth1_20211218_165700.WAV,Malazamasina,2,n,0
audiomoth1_20211218_165800.WAV,Malazamasina,2,n,0
audiomoth1_20211218_165900.WAV,Malazamasina,2,n,0
audiomoth1_20211218_170000.WAV,Malazamasina,2,n,0
audiomoth1_20211218_170100.WAV,Malazamasina,2,n,0
audiomoth1_20211218_170200.WAV,Malazamasina,2,n,0
audiomoth1_20211218_170300.WAV,Malazamasina,2,n,0
audiomoth1_20211218_170400.WAV,Malazamasina,2,n,0
audiomoth1_20211218_170500.WAV,Malazamasina,2,n,0
audiomoth1_20211218_170600.WAV,Malazamasina,2,n,0
audiomoth1_20211218_170700.WAV,Malazamasina,2,n,0
audiomoth1_20211218_170800.WAV,Malazamasina,2,n,0
audiomoth1_20211218_170900.WAV,Malazamasina,2,n,0
audiomoth1_20211218_171000.WAV,Malazamasina,2,n,0
audiomoth1_20211218_171100.WAV,Malazamasina,2,n,0
audiomoth1_20211218_171200.WAV,Malazamasina,2,n,0
audiomoth1_20211218_171300.WAV,Malazamasina,2,n,0
audiomoth1_20211218_171400.WAV,Malazamasina,2,n,0
audiomoth1_20211218_171500.WAV,Malazamasina,2,n,0
audiomoth1_20211218_171600.WAV,Malazamasina,2,n,0
audiomoth1_20211218_171700.WAV,Malazamasina,2,n,0
audiomoth1_20211218_171800.WAV,Malazamasina,2,n,0
audiomoth1_20211218_171900.WAV,Malazamasina,2,n,0
audiomoth1_20211218_172000.WAV,Malazamasina,2,n,0
audiomoth1_20211218_172100.WAV,Malazamasina,2,n,0
audiomoth1_20211218_172200.WAV,Malazamasina,2,n,0
audiomoth1_20211218_172300.WAV,Malazamasina,2,n,0
audiomoth1_20211218_172400.WAV,Malazamasina,2,n,0
audiomoth1_20211218_172500.WAV,Malazamasina,2,n,0
audiomoth1_20211218_172600.WAV,Malazamasina,2,n,0
audiomoth1_20211218_172700.WAV,Malazamasina,2,n,0
audiomoth1_20211218_172800.WAV,Malazamasina,2,n,0
audiomoth1_20211218_172900.WAV,Malazamasina,2,n,0
audiomoth1_20211218_173000.WAV,Malazamasina,2,n,0
audiomoth1_20211218_173100.WAV,Malazamasina,2,n,0
audiomoth1_20211218_173200.WAV,Malazamasina,2,n,0
audiomoth1_20211218_173300.WAV,Malazamasina,2,y,1
audiomoth1_20211218_173400.WAV,Malazamasina,2,n,0
audiomoth1_20211218_173500.WAV,Malazamasina,2,n,0
audiomoth1_20211218_173600.WAV,Malazamasina,2,n,0
audiomoth1_20211218_173700.WAV,Malazamasina,2,n,0
audiomoth1_20211218_173800.WAV,Malazamasina,2,n,0
audiomoth1_20211218_173900.WAV,Malazamasina,2,n,0
audiomoth1_20211218_174000.WAV,Malazamasina,2,y,1
audiomoth1_20211218_174100.WAV,Malazamasina,2,y,1
audiomoth1_20211218_174200.WAV,Malazamasina,2,y,1
audiomoth1_20211218_174300.WAV,Malazamasina,2,y,1
audiomoth1_20211218_174400.WAV,Malazamasina,2,y,1
audiomoth1_20211218_174500.WAV,Malazamasina,2,y,1
audiomoth1_20211218_174600.WAV,Malazamasina,2,y,1
audiomoth1_20211218_174700.WAV,Malazamasina,2,n,0
audiomoth1_20211218_174800.WAV,Malazamasina,2,n,0
audiomoth1_20211218_174900.WAV,Malazamasina,2,n,0
audiomoth1_20211218_175000.WAV,Malazamasina,2,n,0
audiomoth1_20211218_175100.WAV,Malazamasina,2,n,0
audiomoth1_20211218_175200.WAV,Malazamasina,2,n,0
audiomoth1_20211218_175300.WAV,Malazamasina,2,n,0
audiomoth1_20211218_175400.WAV,Malazamasina,2,n,0
audiomoth1_20211218_175500.WAV,Malazamasina,2,n,0
audiomoth1_20211218_175600.WAV,Malazamasina,2,n,0
audiomoth1_20211218_175700.WAV,Malazamasina,2,n,0
audiomoth1_20211218_175800.WAV,Malazamasina,2,n,0
audiomoth1_20211218_175900.WAV,Malazamasina,2,n,0
audiomoth1_20211218_180000.WAV,Malazamasina,2,n,0
audiomoth1_20211218_180100.WAV,Malazamasina,2,n,0
audiomoth1_20211218_180200.WAV,Malazamasina,2,n,0
audiomoth1_20211218_180300.WAV,Malazamasina,2,n,0
audiomoth1_20211218_180400.WAV,Malazamasina,2,n,0
audiomoth1_20211218_180500.WAV,Malazamasina,2,n,0
audiomoth1_20211218_180600.WAV,Malazamasina,2,n,0
audiomoth1_20211218_180700.WAV,Malazamasina,2,n,0
audiomoth1_20211218_180800.WAV,Malazamasina,2,n,0
audiomoth1_20211218_180900.WAV,Malazamasina,2,n,0
audiomoth1_20211218_181000.WAV,Malazamasina,2,n,0
audiomoth1_20211218_181100.WAV,Malazamasina,2,n,0
audiomoth1_20211218_181200.WAV,Malazamasina,2,n,0
audiomoth1_20211218_181300.WAV,Malazamasina,2,n,0
audiomoth1_20211218_181400.WAV,Malazamasina,2,n,0
audiomoth1_20211218_181500.WAV,Malazamasina,2,n,0
audiomoth1_20211218_181600.WAV,Malazamasina,2,y,1
audiomoth1_20211218_181700.WAV,Malazamasina,2,n,0
audiomoth1_20211218_181800.WAV,Malazamasina,2,n,0
audiomoth1_20211218_181900.WAV,Malazamasina,2,y,1
audiomoth1_20211218_182000.WAV,Malazamasina,2,y,1
audiomoth1_20211218_182100.WAV,Malazamasina,2,n,0
audiomoth1_20211218_182200.WAV,Malazamasina,2,n,0
audiomoth1_20211218_182300.WAV,Malazamasina,2,n,0
audiomoth1_20211218_182400.WAV,Malazamasina,2,n,0
audiomoth1_20211218_182500.WAV,Malazamasina,2,n,0
audiomoth1_20211218_182600.WAV,Malazamasina,2,n,0
audiomoth1_20211218_182700.WAV,Malazamasina,2,n,0
audiomoth1_20211218_182800.WAV,Malazamasina,2,n,0
audiomoth1_20211218_182900.WAV,Malazamasina,2,n,0
